,@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,prism:eIssn,freetoread,freetoreadLabel,prism:issueIdentifier,prism:isbn,pubmed-id
12,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85074300820'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85074300820?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074300820&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074300820&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0040162519311102'}]",https://api.elsevier.com/content/abstract/scopus_id/85074300820,SCOPUS_ID:85074300820,2-s2.0-85074300820,Comparison of human versus technological support to reduce domestic electricity consumption in France,Innocent M.,Technological Forecasting and Social Change,00401625,150,,2020-01-01,January 2020,10.1016/j.techfore.2019.119780,S0040162519311102,1,"[{'@_fa': 'true', 'affilname': 'Université de Brest (UBO)', 'affiliation-city': 'Brest', 'affiliation-country': 'France'}]",Journal,ar,Article,119780,14704,0,False,,,,,,
13,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85072155081'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85072155081?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072155081&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072155081&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0959652619332020'}]",https://api.elsevier.com/content/abstract/scopus_id/85072155081,SCOPUS_ID:85072155081,2-s2.0-85072155081,"Demand side management opportunities, framework, and implications for sustainable development in resource-rich countries: Case study Qatar",Sahin E.S.,Journal of Cleaner Production,09596526,241,,2019-12-20,20 December 2019,10.1016/j.jclepro.2019.118332,S0959652619332020,17,"[{'@_fa': 'true', 'affilname': 'İbn Haldun Üniversitesi', 'affiliation-city': 'Istanbul', 'affiliation-country': 'Turkey'}]",Journal,ar,Article,118332,19167,0,False,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,
14,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85072203121'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85072203121?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072203121&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072203121&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0360544219316688'}]",https://api.elsevier.com/content/abstract/scopus_id/85072203121,SCOPUS_ID:85072203121,2-s2.0-85072203121,Robustness of energy consumption and comfort in high-performance residential building with respect to occupant behavior,Rouleau J.,Energy,03605442,188,,2019-12-01,1 December 2019,10.1016/j.energy.2019.115978,S0360544219316688,21,"[{'@_fa': 'true', 'affilname': 'Université Laval', 'affiliation-city': 'Quebec', 'affiliation-country': 'Canada'}]",Journal,ar,Article,115978,29348,0,False,,,,,,
15,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85064558553'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85064558553?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064558553&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064558553&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85064558553,SCOPUS_ID:85064558553,2-s2.0-85064558553,Energy-saving behaviour as a demand-side management strategy in the developing world: the case of Bangladesh,Khan I.,International Journal of Energy and Environmental Engineering,20089163,10,493-510,2019-12-01,1 December 2019,10.1007/s40095-019-0302-3,,38,"[{'@_fa': 'true', 'affilname': 'Jashore University of Science and Technology', 'affiliation-city': 'Jessore', 'affiliation-country': 'Bangladesh'}, {'@_fa': 'true', 'affilname': 'University of Otago', 'affiliation-city': 'Dunedin', 'affiliation-country': 'New Zealand'}]",Journal,ar,Article,,21100228041,1,True,22516832,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",4,,
16,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85076257727'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85076257727?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076257727&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076257727&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85076257727,SCOPUS_ID:85076257727,2-s2.0-85076257727,Demonstration of heating demand peak shaving in smart homes,Beltram L.,Journal of Physics: Conference Series,17426588,1343,,2019-11-20,20 November 2019,10.1088/1742-6596/1343/1/012055,,2,"[{'@_fa': 'true', 'affilname': 'Technical University of Denmark', 'affiliation-city': 'Lyngby', 'affiliation-country': 'Denmark'}]",Conference Proceeding,cp,Conference Paper,012055,130053,1,True,17426596,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",1,,
17,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85076168920'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85076168920?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076168920&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076168920&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85076168920,SCOPUS_ID:85076168920,2-s2.0-85076168920,A conceptual framework to understand households' energy consumption,Vasseur V.,Energies,,12,,2019-11-07,7 November 2019,10.3390/en12224250,,10,"[{'@_fa': 'true', 'affilname': 'Universiteit Maastricht', 'affiliation-city': 'Maastricht', 'affiliation-country': 'Netherlands'}]",Journal,ar,Article,4250,62932,1,True,19961073,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",22,,
18,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85073966063'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85073966063?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073966063&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073966063&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85073966063,SCOPUS_ID:85073966063,2-s2.0-85073966063,Household energy and water practices change post-occupancy in an Australian low-carbon development,Breadsell J.K.,Sustainability (Switzerland),,11,,2019-10-01,1 October 2019,10.3390/su11205559,,7,"[{'@_fa': 'true', 'affilname': 'Curtin University', 'affiliation-city': 'Perth', 'affiliation-country': 'Australia'}]",Journal,ar,Article,5559,21100240100,1,True,20711050,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",20,,
19,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85072520305'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85072520305?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072520305&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072520305&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85072520305,SCOPUS_ID:85072520305,2-s2.0-85072520305,Energy efficiency or conservation for mitigating climate change?,Moriarty P.,Energies,,12,,2019-09-16,16 September 2019,10.3390/en12183543,,13,"[{'@_fa': 'true', 'affilname': 'Monash University', 'affiliation-city': 'Melbourne', 'affiliation-country': 'Australia'}]",Journal,re,Review,3543,62932,1,True,19961073,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",18,,
20,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85065260236'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85065260236?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065260236&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065260236&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0306261919308335'}]",https://api.elsevier.com/content/abstract/scopus_id/85065260236,SCOPUS_ID:85065260236,2-s2.0-85065260236,Modeling and control of flexible loads for frequency regulation services considering compensation of communication latency and detection error,Hui H.,Applied Energy,03062619,250,161-174,2019-09-15,15 September 2019,10.1016/j.apenergy.2019.04.191,S0306261919308335,31,"[{'@_fa': 'true', 'affilname': 'Zhejiang University', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,,28801,0,False,,,,,,
21,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85065890465'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85065890465?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065890465&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065890465&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S136403211930351X'}]",https://api.elsevier.com/content/abstract/scopus_id/85065890465,SCOPUS_ID:85065890465,2-s2.0-85065890465,Assessing behavioural change with agent-based life cycle assessment: Application to smart homes,Walzberg J.,Renewable and Sustainable Energy Reviews,13640321,111,365-376,2019-09-01,September 2019,10.1016/j.rser.2019.05.038,S136403211930351X,12,"[{'@_fa': 'true', 'affilname': 'Polytechnique Montréal', 'affiliation-city': 'Montreal', 'affiliation-country': 'Canada'}]",Journal,ar,Article,,27567,0,False,18790690,,,,,
22,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85066614735'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85066614735?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066614735&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066614735&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85066614735,SCOPUS_ID:85066614735,2-s2.0-85066614735,Towards sustainable consumption: Predicting the impact of social-psychological factors on energy conservation intentions in Northern Cyprus,Ansu-Mensah P.,Natural Resources Forum,01650203,43,181-193,2019-08-01,1 August 2019,10.1111/1477-8947.12174,,5,"[{'@_fa': 'true', 'affilname': 'Uluslararası Kıbrıs Üniversitesi', 'affiliation-city': 'Nicosia', 'affiliation-country': 'Cyprus'}]",Journal,ar,Article,,110123,0,False,14778947,,,3,,
23,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85063751844'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85063751844?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063751844&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063751844&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2214629619301185'}]",https://api.elsevier.com/content/abstract/scopus_id/85063751844,SCOPUS_ID:85063751844,2-s2.0-85063751844,Flexibility capital and flexibility justice in smart energy systems,Powells G.,Energy Research and Social Science,22146296,54,56-59,2019-08-01,August 2019,10.1016/j.erss.2019.03.015,S2214629619301185,42,"[{'@_fa': 'true', 'affilname': 'Newcastle University', 'affiliation-city': 'Newcastle', 'affiliation-country': 'United Kingdom'}]",Journal,sh,Short Survey,,21100325067,0,False,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,
24,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85064547098'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85064547098?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064547098&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064547098&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0378778818332250'}]",https://api.elsevier.com/content/abstract/scopus_id/85064547098,SCOPUS_ID:85064547098,2-s2.0-85064547098,Identifying residential daily electricity-use profiles through time-segmented regression analysis,Khan I.,Energy and Buildings,03787788,194,232-246,2019-07-01,1 July 2019,10.1016/j.enbuild.2019.04.026,S0378778818332250,16,"[{'@_fa': 'true', 'affilname': 'University of Otago', 'affiliation-city': 'Dunedin', 'affiliation-country': 'New Zealand'}]",Journal,ar,Article,,29359,0,False,,,,,,
0,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85068473177'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85068473177?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068473177&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068473177&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85068473177,SCOPUS_ID:85068473177,2-s2.0-85068473177,An approach to provide efficient choices to a household consumer,Santos R.,"Proceedings - 2019 International Young Engineers Forum, YEF-ECE 2019",,,46-51,2019-05-01,May 2019,10.1109/YEF-ECE.2019.8740824,,2,"[{'@_fa': 'true', 'affilname': 'Universidade de Aveiro', 'affiliation-city': 'Aveiro', 'affiliation-country': 'Portugal'}]",Conference Proceeding,cp,Conference Paper,8740824,21101051017,0,False,,,,,"[{'@_fa': 'true', '$': '9781538692820'}]",
1,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85065403509'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85065403509?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065403509&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065403509&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85065403509,SCOPUS_ID:85065403509,2-s2.0-85065403509,Internet of things: Energy boon or bane?,Hittinger E.,Science,00368075,364,326-328,2019-04-26,26 April 2019,10.1126/science.aau8825,,40,"[{'@_fa': 'true', 'affilname': 'Rochester Institute of Technology', 'affiliation-city': 'Rochester', 'affiliation-country': 'United States'}]",Journal,re,Review,,23571,0,False,10959203,,,6438,,31023909
2,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85065478763'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85065478763?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065478763&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065478763&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85065478763,SCOPUS_ID:85065478763,2-s2.0-85065478763,Multiple benefits through smart home energy management solutions—a simulation-based case study of a single-family-house in Algeria and Germany,Ringel M.,Energies,,12,,2019-04-23,23 April 2019,10.3390/en12081537,,14,"[{'@_fa': 'true', 'affilname': 'Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen', 'affiliation-city': 'Nurtingen', 'affiliation-country': 'Germany'}]",Journal,ar,Article,1537,62932,1,True,19961073,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",8,,
3,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85063927036'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85063927036?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063927036&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063927036&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85063927036,SCOPUS_ID:85063927036,2-s2.0-85063927036,Integration of Air Conditioning and Heating into Modern Power Systems: Enabling Demand Response and Energy Efficiency,Ding Y.,Integration of Air Conditioning and Heating into Modern Power Systems: Enabling Demand Response and Energy Efficiency,,,1-174,2019-02-07,7 February 2019,10.1007/978-981-13-6420-4,,4,"[{'@_fa': 'true', 'affilname': 'Zhejiang University', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}]",Book,bk,Book,,21100902902,0,False,,,,,"[{'@_fa': 'true', '$': '9789811364204'}, {'@_fa': 'true', '$': '9789811364198'}]",
4,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85107368554'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85107368554?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107368554&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107368554&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85107368554,SCOPUS_ID:85107368554,2-s2.0-85107368554,Benefits of the inclusion of occupant behaviour profiles in the simulation of the energy performance of buildings,Cali D.,Building Simulation Conference Proceedings,25222708,4,2388-2395,2019-01-01,2019,,,0,"[{'@_fa': 'true', 'affilname': 'Technical University of Denmark', 'affiliation-city': 'Lyngby', 'affiliation-country': 'Denmark'}]",Conference Proceeding,cp,Conference Paper,,21101047714,0,False,,,,,"[{'@_fa': 'true', '$': '9781713809418'}]",
5,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85085160107'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85085160107?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085160107&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085160107&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85085160107,SCOPUS_ID:85085160107,2-s2.0-85085160107,Energy efficiency and renewable energy in a decarbonized electric power system,Siderius P.J.S.,Eceee Summer Study Proceedings,16537025,2019-June,255-265,2019-01-01,2019,,,0,"[{'@_fa': 'true', 'affilname': 'Netherlands Enterprise Agency', 'affiliation-city': 'Utrecht', 'affiliation-country': 'Netherlands'}]",Conference Proceeding,cp,Conference Paper,,21100983205,0,False,20017960,,,,"[{'@_fa': 'true', '$': '9789198387841'}]",
6,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85081915813'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85081915813?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081915813&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081915813&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85081915813,SCOPUS_ID:85081915813,2-s2.0-85081915813,Social impacts of smart grids: The future of smart grids and energy market design,Strielkowski W.,Social Impacts of Smart Grids: The Future of Smart Grids and Energy Market Design,,,1-342,2019-01-01,1 January 2019,10.1016/C2018-0-02749-8,,9,"[{'@_fa': 'true', 'affilname': 'Prague Business School', 'affiliation-city': 'Prague', 'affiliation-country': 'Czech Republic'}, {'@_fa': 'true', 'affilname': 'Cambridge Institute for Advanced Studies', 'affiliation-city': 'Cambridge', 'affiliation-country': 'United Kingdom'}]",Book,bk,Book,,21100972293,0,False,,,,,"[{'@_fa': 'true', '$': '9780128177709'}, {'@_fa': 'true', '$': '9780128177716'}]",
7,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85070186252'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85070186252?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070186252&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070186252&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85070186252,SCOPUS_ID:85070186252,2-s2.0-85070186252,Provincial energy efficiency prediction in China based on classification method,Guo Y.,IEEE Access,,7,91602-91611,2019-01-01,2019,10.1109/ACCESS.2019.2926638,,3,"[{'@_fa': 'true', 'affilname': 'Harbin Institute of Technology', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}]",Journal,ar,Article,8754782,21100374601,1,True,21693536,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
8,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85067828299'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85067828299?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067828299&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067828299&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85067828299,SCOPUS_ID:85067828299,2-s2.0-85067828299,Building energy management systems and their role in the energy transition: Results from research projects and applications in Germany,Beucker S.,CEUR Workshop Proceedings,16130073,2382,,2019-01-01,2019,,,0,"[{'@_fa': 'true', 'affilname': 'Borderstep Institute for Innovation and Sustainability', 'affiliation-city': 'Berlin', 'affiliation-country': 'Germany'}]",Conference Proceeding,cp,Conference Paper,,21100218356,0,False,,,,,,
9,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85066748097'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85066748097?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066748097&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066748097&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85066748097,SCOPUS_ID:85066748097,2-s2.0-85066748097,Direct rebound effect for electricity consumption of urban residents in China based on the spatial spillover effect,Han Y.,Energies,,12,,2019-01-01,2019,10.3390/en12112069,,7,"[{'@_fa': 'true', 'affilname': 'Northeastern University', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}]",Journal,ar,Article,2069,62932,1,True,19961073,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",11,,
